Year,Type,Product group,Producer,Code,Volume,Cost per unit,Price per unit
2012,Convenience stores,Fresh salads,Greener salads,|131/01/30|,1032,2.03,3.94
2012,Convenience stores,Fresh salads,Greener salads,|131/01/31|,876,2.01,3.85
2012,Convenience stores,Fresh salads,Greener salads,|131/01/34|,732,2.22,3.65
2012,Convenience stores,Fresh salads,Greener salads,|131/01/35|,660,2.5,3.82
2012,Convenience stores,Fresh salads,Greener salads,|131/01/36|,1092,2.93,3.79
2012,Convenience stores,Fresh salads,Greener salads,|131/01/37|,948,2.29,3.6
2012,Convenience stores,Fresh salads,Greener salads,|131/01/54|,1116,2.62,3.54
2012,Convenience stores,Fresh salads,Greener salads,|131/01/55|,936,2.35,3.94
2012,Convenience stores,Fresh salads,Greener salads,|131/01/57|,612,2.75,3.92
2012,Convenience stores,Fresh salads,Greener salads,|131/01/58|,1128,2.08,3.77
2012,Convenience stores,Fresh salads,Greener salads,|131/01/60|,1056,2.53,3.65
2012,Convenience stores,Fresh salads,Greener salads,|131/01/64|,1032,2.26,3.72
2012,Convenience stores,Fresh salads,Greener salads,|131/01/62|,1188,2.97,3.62
2012,Convenience stores,Fresh salads,Greener salads,|131/01/63|,972,2.46,3.3
2012,Convenience stores,Fresh salads,Greener salads,|131/01/69|,1092,2.97,3.66
2012,Convenience stores,Fresh salads,Greener salads,|131/01/70|,1200,2.9,3.72
2012,Convenience stores,Fresh salads,Greener salads,|131/01/72|,708,2.44,3.7
2012,Convenience stores,Fresh salads,Greener salads,|131/01/73|,924,2.18,3.67
2012,Convenience stores,Fresh salads,Greener salads,|131/01/76|,696,2.82,3.48
2012,Convenience stores,Fresh salads,Greener salads,|131/01/80|,1092,2.06,3.3
2012,Convenience stores,Fresh salads,Greener salads,|131/01/93|,636,2.37,3.74
2012,Convenience stores,Fresh salads,Greener salads,|131/01/103|,924,2.73,3.48
2012,Convenience stores,Fresh salads,Greener salads,|131/01/111|,828,2.68,3.89
2012,Convenience stores,Fresh salads,Greener salads,|131/01/105|,636,2.38,3.76
2012,Convenience stores,Fresh salads,Greener salads,|131/01/135|,672,2.78,3.46
2012,Convenience stores,Fresh salads,Greener salads,|128/01/130|,1044,2.47,3.4
2012,Convenience stores,Fresh salads,Greener salads,|128/01/131|,672,2.99,3.76
2012,Convenience stores,Fresh salads,Greener salads,|131/02/06|,960,2.93,3.59
2012,Convenience stores,Fresh salads,Greener salads,|131/02/09|,840,2.75,3.57
2012,Convenience stores,Fresh salads,Greener salads,|131/02/17|,972,2.13,3.54
2012,Convenience stores,Fresh salads,Greener salads,|131/02/28|,1056,2.12,3.32
2012,Convenience stores,Fresh salads,Greener salads,|131/02/41|,756,2.85,3.87
2012,Convenience stores,Fresh salads,Greener salads,|131/02/36|,1032,2.72,3.6
2012,Convenience stores,Fresh salads,Greener salads,|131/02/39|,672,2.83,3.8
2012,Convenience stores,Fresh salads,Greener salads,|131/02/40|,1164,2.31,3.85
2012,Convenience stores,Beverages,Pepsi,|49/01/01|,120,1.17,1.26
2012,Convenience stores,Beverages,San Benedetto,|49/01/02|,168,1.14,1.4
2012,Convenience stores,Beverages,San Benedetto,|49/01/03|,84,1.18,1.39
2012,Convenience stores,Beverages,San Benedetto,|49/01/04|,84,1.18,1.32
2012,Convenience stores,Beverages,San Benedetto,|49/01/05|,84,1.05,1.39
2012,Convenience stores,Beverages,San Benedetto,|49/01/06|,168,1.08,1.3
2012,Convenience stores,Beverages,San Benedetto,|49/01/07|,60,1.17,1.4
2012,Convenience stores,Beverages,San Benedetto,|49/01/08|,132,1.12,1.4
2012,Convenience stores,Beverages,San Benedetto,|49/01/09|,132,1.14,1.24
2012,Convenience stores,Beverages,Pepsi,|49/01/10|,108,1.02,1.32
2012,Convenience stores,Beverages,San Benedetto,|49/01/11|,216,1.15,1.21
2012,Convenience stores,Beverages,San Benedetto,|49/01/12|,180,1.05,1.35
2012,Convenience stores,Beverages,San Benedetto,|49/01/13|,72,1.14,1.31
2012,Convenience stores,Beverages,Campari,|118/01/01|,84,1.09,1.38
2012,Convenience stores,Beverages,Campari,|118/01/02|,204,1.12,1.23
2012,Convenience stores,Beverages,Campari,|118/01/03|,108,1.09,1.33
2012,Convenience stores,Coffee,Lavazza,|34/01/01|,6588,1.08,0.96
2012,Convenience stores,Coffee,Lavazza,|34/01/02|,7884,0.45,1.04
2012,Convenience stores,Coffee,Lavazza,|34/01/03|,5196,0.51,1.14
2012,Convenience stores,Coffee,Lavazza,|34/01/10|,4800,0.49,1.19
2012,Convenience stores,Coffee,Lavazza,|34/01/11|,5952,0.72,1.12
2012,Convenience stores,Coffee,Lavazza,|34/01/12|,8664,1.01,1.03
2012,Convenience stores,Homecare products,Garofalo,|110/00/20|,708,1.82,2.85
2012,Convenience stores,Homecare products,Garofalo,|110/00/21|,912,1.39,3.01
2012,Convenience stores,Homecare products,J&J,|23/23/00|,996,2.08,3.38
2012,Convenience stores,Homecare products,J&J,|23/23/01|,480,1.65,2.88
2012,Convenience stores,Homecare products,J&J,|23/23/02|,828,1.23,3.21
2012,Convenience stores,Homecare products,J&J,|23/23/03|,1080,1.78,2.02
2012,Convenience stores,Homecare products,J&J,|23/23/04|,1152,2.48,3.1
2012,Convenience stores,Homecare products,J&J,|23/23/05|,744,1.91,2.84
2012,Convenience stores,Homecare products,J&J,|23/23/06|,756,1.41,2.84
2012,Convenience stores,Homecare products,J&J,|23/23/07|,384,2.5,3.41
2012,Convenience stores,Homecare products,J&J,|23/23/08|,876,2.09,2.25
2012,Convenience stores,Homecare products,J&J,|23/23/09|,900,1.26,3
2012,Convenience stores,Homecare products,J&J,|23/23/10|,384,1.54,2.69
2012,Convenience stores,Homecare products,J&J,|23/23/100|,1068,1.35,2.49
2012,Convenience stores,Homecare products,J&J,|23/23/101|,936,2.07,3.23
2012,Convenience stores,Homecare products,J&J,|23/23/103|,576,1.72,3.32
2012,Convenience stores,Homecare products,J&J,|23/23/11|,1092,1.5,3.3
2012,Convenience stores,Homecare products,J&J,|23/23/12|,1164,2.45,2.89
2012,Convenience stores,Homecare products,J&J,|23/23/13|,840,1.81,3.11
2012,Convenience stores,Homecare products,J&J,|23/23/14|,1128,1.87,2.55
2012,Convenience stores,Homecare products,J&J,|23/23/15|,720,1.45,3.3
2012,Convenience stores,Homecare products,J&J,|23/23/16|,936,2.21,2.19
2012,Convenience stores,Homecare products,J&J,|23/23/17|,1164,1.74,2.56
2012,Convenience stores,Homecare products,J&J,|23/23/18|,792,1.99,2.21
2012,Convenience stores,Homecare products,J&J,|23/23/19|,816,1.4,2.23
2012,Convenience stores,Homecare products,J&J,|23/23/20|,720,2.32,2.62
2012,Convenience stores,Homecare products,J&J,|23/23/21|,444,2.18,3.09
2012,Convenience stores,Homecare products,J&J,|23/23/22|,396,1.45,3.44
2012,Convenience stores,Homecare products,J&J,|23/23/23|,408,1.93,2.6
2012,Convenience stores,Homecare products,J&J,|23/23/24|,480,2.4,3.44
2012,Convenience stores,Homecare products,J&J,|23/23/25|,696,1.27,3.28
2012,Convenience stores,Homecare products,J&J,|23/23/26|,960,1.37,3.2
2012,Convenience stores,Homecare products,J&J,|23/23/27|,1176,1.34,3.02
2012,Convenience stores,Homecare products,J&J,|23/23/28|,1128,1.95,2.89
2012,Convenience stores,Homecare products,J&J,|23/23/29|,396,2.19,3.43
2012,Convenience stores,Homecare products,J&J,|23/23/30|,420,2.07,2.27
2012,Convenience stores,Homecare products,J&J,|23/23/31|,636,2.33,3.1
2012,Convenience stores,Homecare products,J&J,|23/23/32|,900,2.17,2.23
2012,Convenience stores,Homecare products,J&J,|23/23/33|,936,1.64,3.27
2012,Convenience stores,Homecare products,J&J,|23/23/34|,756,1.49,2.59
2012,Convenience stores,Homecare products,J&J,|23/23/35|,708,1.74,3.35
2012,Convenience stores,Homecare products,J&J,|23/23/36|,1176,2.17,2.58
2012,Convenience stores,Homecare products,J&J,|23/23/37|,1080,1.93,3.21
2012,Convenience stores,Homecare products,J&J,|23/23/38|,1164,1.84,2.82
2012,Convenience stores,Homecare products,J&J,|23/23/39|,768,1.79,3.47
2012,Convenience stores,Homecare products,J&J,|23/23/40|,708,2.25,3.04
2012,Convenience stores,Homecare products,J&J,|23/23/41|,564,1.41,2.19
2012,Convenience stores,Homecare products,J&J,|23/23/42|,840,1.69,2.25
2012,Convenience stores,Homecare products,J&J,|23/23/43|,948,2.16,3.31
2012,Convenience stores,Homecare products,J&J,|23/23/44|,816,1.25,2.43
2012,Convenience stores,Homecare products,J&J,|23/23/45|,444,1.58,2.29
2012,Convenience stores,Homecare products,J&J,|23/23/46|,684,1.35,3.27
2012,Convenience stores,Homecare products,J&J,|23/23/47|,1056,2.44,2.89
2012,Convenience stores,Homecare products,J&J,|23/23/48|,1128,1.49,2.48
2012,Convenience stores,Homecare products,J&J,|23/23/49|,1188,2.28,2.33
2012,Convenience stores,Homecare products,J&J,|23/23/50|,552,1.59,2.46
2012,Convenience stores,Homecare products,J&J,|23/23/51|,1140,1.91,2.69
2012,Convenience stores,Homecare products,J&J,|23/23/53|,732,2.39,2.35
2012,Convenience stores,Homecare products,J&J,|23/23/56|,1044,1.89,2.78
2012,Convenience stores,Homecare products,J&J,|23/23/62|,1080,1.33,2.86
2012,Convenience stores,Homecare products,J&J,|23/23/63|,564,1.34,3.45
2012,Convenience stores,Homecare products,J&J,|23/23/64|,1176,1.66,3.44
2012,Convenience stores,Homecare products,J&J,|23/23/65|,1032,1.44,2.37
2012,Convenience stores,Homecare products,J&J,|23/23/68|,936,1.74,2.24
2012,Convenience stores,Homecare products,J&J,|23/23/69|,936,2.13,2.61
2012,Convenience stores,Homecare products,J&J,|23/23/71|,588,1.67,2.7
2012,Convenience stores,Homecare products,J&J,|23/23/72|,516,1.82,3.46
2012,Convenience stores,Homecare products,J&J,|23/23/76|,1128,1.51,2.78
2012,Convenience stores,Homecare products,J&J,|23/23/77|,564,1.63,2.66
2012,Convenience stores,Homecare products,J&J,|23/23/78|,1044,2.03,2.57
2012,Convenience stores,Homecare products,J&J,|23/23/79|,624,2.41,2.47
2012,Convenience stores,Homecare products,J&J,|23/23/80|,1092,1.73,2.98
2012,Convenience stores,Homecare products,J&J,|23/23/81|,1068,1.65,2.64
2012,Convenience stores,Homecare products,J&J,|23/23/82|,660,2.34,3.01
2012,Convenience stores,Homecare products,J&J,|23/23/83|,636,1.53,2.24
2012,Convenience stores,Homecare products,J&J,|23/23/84|,996,2.18,2.42
2012,Convenience stores,Homecare products,J&J,|23/23/85|,1128,2.27,3.39
2012,Convenience stores,Homecare products,J&J,|23/23/98|,504,2.5,2.6
2012,Convenience stores,Homecare products,J&J,|23/23/99|,756,1.94,3.14
2012,Convenience stores,Coffee,H&I,|13/01/11|,7008,0.42,1.08
2012,Convenience stores,Coffee,H&I,|13/01/12|,6996,0.56,1
2012,Convenience stores,Coffee,H&I,|13/01/13|,8016,0.42,0.96
2012,Convenience stores,Coffee,H&I,|13/01/14|,7668,1.2,0.96
2012,Convenience stores,Coffee,H&I,|13/01/20|,7548,0.94,1.14
2012,Convenience stores,Coffee,H&I,|13/02/01|,5604,0.82,1.04
2012,Convenience stores,Coffee,H&I,|13/02/02|,8928,1.07,1.18
2012,Convenience stores,Coffee,H&I,|13/02/03|,6456,0.73,1.09
2012,Convenience stores,Coffee,H&I,|13/02/04|,4992,1.17,1.11
2012,Convenience stores,Coffee,H&I,|13/02/10|,5364,1.05,1.09
2012,Convenience stores,Coffee,H&I,|13/99/50|,8280,1.13,1.01
2012,Convenience stores,Coffee,H&I,|13/99/52|,8316,0.88,1.03
2012,Convenience stores,Sweets,H&I,|13/01/21|,900,1.24,1.67
2012,Convenience stores,Sweets,H&I,|13/01/22|,816,1.5,1.76
2012,Convenience stores,Sweets,H&I,|13/01/23|,672,1.2,1.66
2012,Convenience stores,Sweets,H&I,|13/01/24|,612,1.29,1.75
2012,Convenience stores,Sweets,H&I,|13/01/25|,948,1.4,1.73
2012,Convenience stores,Sweets,H&I,|13/01/26|,1044,1.18,1.74
2012,Convenience stores,Sweets,H&I,|13/01/27|,1032,1.46,1.72
2012,Convenience stores,Sweets,H&I,|13/01/28|,1200,1.29,1.79
2012,Convenience stores,Sweets,H&I,|13/01/80|,660,1.3,1.75
2012,Convenience stores,Sweets,H&I,|13/01/81|,1092,1.2,1.61
2012,Convenience stores,Sweets,H&I,|13/01/82|,624,1.43,1.89
2012,Convenience stores,Sweets,H&I,|13/01/83|,1104,1.42,1.66
2012,Convenience stores,Sweets,H&I,|13/01/84|,936,1.24,1.71
2012,Convenience stores,Sweets,H&I,|13/01/85|,1248,1.4,1.65
2012,Convenience stores,Sweets,H&I,|13/02/05|,852,1.32,1.65
2012,Convenience stores,Sweets,H&I,|13/02/06|,636,1.47,1.78
2012,Convenience stores,Sweets,H&I,|13/02/07|,804,1.31,1.83
2012,Convenience stores,Sweets,H&I,|13/02/08|,636,1.16,1.63
2012,Convenience stores,Sweets,H&I,|13/02/09|,1032,1.36,1.82
2012,Convenience stores,Sweets,H&I,|13/99/53|,828,1.48,1.67
2012,Convenience stores,Fresh salads,MM,|05/01/17|,912,2.72,3.81
2012,Convenience stores,Homecare products,Unilever,|77/01/01|,744,1.96,2.19
2012,Convenience stores,Homecare products,Unilever,|77/01/02|,732,1.78,2.67
2012,Convenience stores,Homecare products,Unilever,|77/01/03|,1020,1.81,2.84
2012,Convenience stores,Homecare products,Unilever,|77/01/04|,600,1.23,2.39
2012,Convenience stores,Homecare products,Unilever,|77/01/05|,948,2.05,2.11
2012,Convenience stores,Homecare products,Unilever,|77/01/06|,720,1.23,2.38
2012,Convenience stores,Homecare products,Unilever,|77/01/07|,1092,1.76,2.61
2012,Convenience stores,Homecare products,Unilever,|77/01/08|,360,1.62,2.79
2012,Convenience stores,Meat,M&M,|84/02/02|,432,6.62,7.546666667
2012,Convenience stores,Meat,M&M,|84/02/03|,492,6.473333333,7.646666667
2012,Convenience stores,Ice cream,M&M,|84/01/01|,1356,2.63,3.4
2012,Convenience stores,Ice cream,M&M,|84/01/02|,2160,2.31,3.57
2012,Convenience stores,Ice cream,M&M,|84/01/03|,2292,2.34,3.8
2012,Convenience stores,Ice cream,M&M,|84/01/04|,1512,2.37,3.94
2012,Convenience stores,Ice cream,M&M,|84/01/05|,2340,2.59,3.86
2012,Convenience stores,Ice cream,M&M,|84/01/06|,1452,2.9,3.95
2012,Convenience stores,Ice cream,M&M,|84/02/01|,1752,2.68,3.63
2012,Convenience stores,Meat,Gelati italiani,|63/00/00|,516,6.646666667,8.18
2012,Convenience stores,Meat,Gelati italiani,|63/01/30|,468,5.433333333,8.08
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/01**|,2688,2.37,3.9
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/02|,1368,2.36,3.97
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/03|,2040,2.89,3.67
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/04|,1920,2.55,3.92
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/05|,1260,2.75,3.35
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/06|,2640,2.41,3.32
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/07|,2112,2.72,3.49
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/08|,1224,2.59,3.88
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/09|,1764,2.45,3.83
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/10|,1560,2.49,3.85
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/11|,2628,2.89,3.62
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/12|,1596,2.87,3.55
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/13|,1608,2.82,3.77
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/14|,1212,2.58,3.47
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/15|,1632,2.32,3.82
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/16|,2424,2.43,3.96
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/17|,1836,2.92,3.57
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/18|,2364,2.55,3.55
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/19|,2220,2.93,3.65
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/20|,2400,2.58,3.74
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/20a|,1224,2.87,3.97
2012,Convenience stores,Ice cream,Gelati italiani,|63/01/31|,1236,2.94,3.81
2012,Convenience stores,Ice cream,Gelati italiani,|63/05/12|,2688,2.98,3.77
2012,Convenience stores,Ice cream,Gelati italiani,|63/05/15|,1740,2.87,3.48
2012,Convenience stores,Ice cream,Gelati italiani,|63/07/01|,1788,2.63,3.49
2012,Convenience stores,Ice cream,Gelati italiani,|63/07/02|,2184,2.45,3.38
2012,Convenience stores,Ice cream,Gelati italiani,|63/07/03|,1668,2.69,3.95
2012,Convenience stores,Ice cream,Gelati italiani,|63/02/05|,1680,2.87,3.33
2012,Convenience stores,Ice cream,Gelati italiani,|63/02/06|,1764,2.5,3.61
2012,Convenience stores,Ice cream,Gelati italiani,|63/02/07|,2472,2.58,3.51
2012,Convenience stores,Ice cream,Gelati italiani,|63/02/08|,1332,2.45,3.3
2012,Convenience stores,Ice cream,Gelati italiani,|63/04/10|,2568,2.97,3.98
2012,Convenience stores,Ice cream,Gelati italiani,|63/04/11|,2100,2.97,3.99
2012,Convenience stores,Ice cream,Gelati italiani,|63/04/12|,2388,2.54,3.46
2012,Convenience stores,Ice cream,Gelati italiani,|63/04/13|,2532,2.41,3.81
2012,Convenience stores,Ice cream,Gelati italiani,|63/04/14|,1524,2.9,3.61
2012,Convenience stores,Ice cream,Gelati italiani,|63/05/13|,2412,2.88,3.88
2012,Convenience stores,Ice cream,Gelati italiani,|63/05/14|,2292,2.87,3.67
2012,Convenience stores,Ice cream,Gelati italiani,|63/05/16|,1560,2.6,3.53
2012,Convenience stores,Ice cream,Gelati italiani,|63/06/01|,2652,2.37,3.37
2012,Convenience stores,Ice cream,Gelati italiani,|63/06/02|,2400,2.82,3.87
2012,Convenience stores,Ice cream,Gelati italiani,|63/06/03|,2628,2.66,3.88
2012,Convenience stores,Ice cream,Gelati italiani,|63/06/04|,1260,2.68,3.8
2012,Convenience stores,Ice cream,Gelati italiani,|63/08/01|,2412,2.92,3.31
2012,Convenience stores,Ice cream,Gelati italiani,|63/08/02|,1824,2.41,3.36
2012,Convenience stores,Ice cream,Gelati italiani,|63/09/01|,2064,2.55,3.95
2012,Convenience stores,Ice cream,Gelati italiani,|63/09/02|,1308,2.78,3.5
2012,Convenience stores,Ice cream,Gelati italiani,|63/09/03|,1896,2.34,3.97
2012,Convenience stores,Ice cream,Gelati italiani,|63/09/04|,1848,2.83,3.67
2012,Convenience stores,Ice cream,Gelati italiani,|63/10/01|,1920,2.33,3.58
2012,Convenience stores,Cosmetics,Maybelline,|31/01/01|,312,4.38,5.33
2012,Convenience stores,Cosmetics,Maybelline,|31/01/02|,612,5,5.33
2012,Convenience stores,Cosmetics,Maybelline,|31/01/03|,600,4.8,5
2012,Convenience stores,Cosmetics,Maybelline,|31/01/04|,504,4.8,5.08
2012,Convenience stores,Cosmetics,Maybelline,|31/01/05|,480,4.43,5
2012,Convenience stores,Cosmetics,Maybelline,|31/01/06|,396,4.7,5.34
2012,Convenience stores,Cosmetics,Maybelline,|31/01/07|,240,4.3,5.13
2012,Convenience stores,Cosmetics,Maybelline,|31/01/08|,420,4.28,5.3
2012,Convenience stores,Cosmetics,Maybelline,|31/01/09|,276,4.74,5.28
2012,Convenience stores,Cosmetics,Maybelline,|31/01/10|,684,4.22,5.4
2012,Convenience stores,Cosmetics,Maybelline,|31/01/11|,252,4.19,5.24
2012,Convenience stores,Cosmetics,Maybelline,|31/01/12|,672,4.71,5.32
2012,Convenience stores,Cosmetics,Maybelline,|31/01/13|,384,4.92,5.3
2012,Convenience stores,Cosmetics,Maybelline,|31/01/14|,312,4.01,5.33
2012,Convenience stores,Cosmetics,Maybelline,|31/01/15|,648,4.65,5.36
2012,Convenience stores,Cosmetics,Maybelline,|31/01/16|,240,4.94,5.3
2012,Convenience stores,Cosmetics,Maybelline,|31/01/17|,492,4.56,5.19
2012,Convenience stores,Cosmetics,Maybelline,|31/01/18|,264,4.74,5.35
2012,Convenience stores,Cosmetics,Maybelline,|31/01/20|,300,4.93,5.14
2012,Convenience stores,Cosmetics,Maybelline,|31/01/21|,264,4.51,5.21
2012,Convenience stores,Cosmetics,Maybelline,|31/01/22|,636,4.88,5.23
2012,Convenience stores,Cosmetics,Maybelline,|31/01/23|,480,4.23,5.21
2012,Convenience stores,Cosmetics,Maybelline,|31/01/24|,588,4.43,5.38
2012,Convenience stores,Cosmetics,Maybelline,|31/01/30|,408,4.33,5.31
2012,Convenience stores,Cosmetics,Maybelline,|31/01/31|,708,4.11,5.05
2012,Convenience stores,Cosmetics,Maybelline,|31/01/32|,408,4.73,5.37
2012,Convenience stores,Cosmetics,Maybelline,|31/01/33|,324,4.01,5.11
2012,Convenience stores,Cosmetics,Maybelline,|31/01/34|,516,4.4,5.04
2012,Convenience stores,Cosmetics,Maybelline,|31/01/35|,540,4.24,5.35
2012,Convenience stores,Cosmetics,Maybelline,|31/01/36|,300,4.94,5.2
2012,Convenience stores,Cosmetics,Maybelline,|31/01/37|,408,4.25,5
2012,Convenience stores,Cosmetics,Maybelline,|31/01/38|,300,4.06,5.35
2012,Convenience stores,Cosmetics,Maybelline,|31/01/39|,336,4.86,5.36
2012,Convenience stores,Cosmetics,Maybelline,|31/01/40|,360,4.44,5.23
2012,Convenience stores,Cosmetics,Maybelline,|31/01/41|,516,4.72,5.2
2012,Convenience stores,Cosmetics,Maybelline,|31/01/42|,300,4.46,5.23
2012,Convenience stores,Cosmetics,Maybelline,|31/02/01|,684,4.64,5.11
2012,Convenience stores,Cosmetics,Maybelline,|31/02/02|,300,4.93,5.12
2012,Convenience stores,Cosmetics,Maybelline,|31/02/03|,480,4.9,5.4
2012,Convenience stores,Cosmetics,Maybelline,|31/02/04|,720,4.84,5.25
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/01|,516,3.64,6.76
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/02|,468,4.75,5.93
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/03|,384,4.13,5.46
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/04|,504,3.68,6.82
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/05|,432,4.23,5.53
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/06|,408,4.6,5.15
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/21|,396,3.08,6.51
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/22|,396,4.57,6.53
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/23|,408,3.85,6.09
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/31|,396,3.51,6.85
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/32|,372,3.19,6.13
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/33|,384,3.68,5.05
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/34|,492,3.85,5.17
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/35|,384,4.05,5.02
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/41|,384,4.77,6.91
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/42|,384,4.4,6.25
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/43|,384,4.13,6.48
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/44|,408,3.74,6.04
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/45|,516,4.43,6.5
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/51|,504,3.1,6.18
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/52|,360,4.74,6.98
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/53|,396,3.66,6.12
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/54|,432,3.3,6.11
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/55|,408,3.46,5.53
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/56|,360,4.5,5.8
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/57|,528,3.37,5.8
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/58|,516,4.47,5.94
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/59|,408,4.93,5.55
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/60|,396,3.36,5.82
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/70|,432,4.6,6.69
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/71|,528,4.55,5.1
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/80|,420,3.23,5.77
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/81|,396,3,6.49
2012,Convenience stores,Delicatessen,Bavarian specialties,|86/01/82|,444,4.61,5.28
2012,Convenience stores,Fresh salads,Freshco,|99/05/18|,696,2.79,3.51
2012,Convenience stores,Fresh salads,Freshco,|99/05/10|,1176,2.21,3.2
2012,Convenience stores,Fresh salads,Freshco,|99/05/21|,672,2.82,3.38
2012,Convenience stores,Fresh salads,Freshco,|99/05/22|,612,2.82,3.69
2012,Convenience stores,Fresh salads,Freshco,|99/05/23|,1080,2.76,3.22
2012,Convenience stores,Fresh salads,Freshco,|99/05/24|,960,2.45,3.3
2012,Convenience stores,Fresh salads,Freshco,|99/05/26|,840,2.99,3.88
2012,Convenience stores,Fresh salads,Freshco,|99/05/28|,672,2.27,3.99
2012,Convenience stores,Fresh salads,Freshco,|99/05/43|,888,2.82,3.42
2012,Convenience stores,Fresh salads,Freshco,|99/05/135|,1008,2.65,3.56
2012,Convenience stores,Fresh salads,Freshco,|99/05/48|,768,2.1,3.91
2012,Convenience stores,Fresh salads,Freshco,|99/05/49|,672,2.09,3.93
2012,Convenience stores,Fresh salads,Freshco,|99/05/50|,1104,2.19,3.56
2012,Convenience stores,Fresh salads,Freshco,|99/05/52|,1008,2,3.66
2012,Convenience stores,Fresh salads,Freshco,|99/05/53|,732,2.68,3.98
2012,Convenience stores,Fresh salads,Freshco,|99/05/54|,1176,2.6,3.44
2012,Convenience stores,Fresh salads,Freshco,|99/05/57|,1116,2.91,3.52
2012,Convenience stores,Fresh salads,Freshco,|99/05/60|,648,2.36,3.5
2012,Convenience stores,Fresh salads,Freshco,|99/05/62|,948,2.98,3.87
2012,Convenience stores,Fresh salads,Freshco,|99/05/68|,612,2.69,3.43
2012,Convenience stores,Fresh salads,Freshco,|99/05/70|,840,2.88,3.63
2012,Convenience stores,Fresh salads,Freshco,|99/05/93|,1080,2.66,3.89
2012,Convenience stores,Fresh salads,Freshco,|99/05/94|,1080,2.68,3.7
2012,Convenience stores,Fresh salads,Freshco,|99/05/98|,1092,2.32,3.38
2012,Convenience stores,Fresh salads,Freshco,|99/05/106|,1044,2.5,3.66
2012,Convenience stores,Fresh salads,Freshco,|99/05/107|,960,2.66,3.95
2012,Convenience stores,Fresh salads,Freshco,|99/05/124|,972,2.39,3.93
2012,Convenience stores,Fresh salads,Freshco,|99/05/133|,840,2.74,3.3
2012,Convenience stores,Fresh salads,Freshco,|99/05/136|,1008,2.35,3.87
2012,Convenience stores,Fresh salads,Freshco,|99/05/139|,672,2.49,3.84
2012,Convenience stores,Fresh salads,Freshco,|99/05/140|,960,2.63,3.64
2012,Convenience stores,Fresh salads,Freshco,|99/05/141|,1152,2.77,3.77
2012,Convenience stores,Beverages,Ortalli,|92/02/02|,96,1,1.21
